"id_zone";"INSEE_C";"LIBGEO";"EPCI";"DEP";"REG";"loypredm2";"lwr.IPm2";"upr.IPm2";"TYPPRED";"nbobs_com";"nbobs_mail";"R2_adj"
"1000";"77483";"Varreddes";"200072130";"77";"11";12,2086639518319;10,1665471775727;14,6609731785406;"commune";101;568;0,826002642029569
"1000";"60020";"Antilly";"246000871";"60";"32";10,7509930750623;8,96498343156616;12,8928126841888;"maille";4;568;0,826002642029569
"1000";"77205";"Gesvres-le-Chapitre";"200072130";"77";"11";10,7509930750623;8,96498343156616;12,8928126841888;"maille";4;568;0,826002642029569
"1000";"60091";"Bouillancy";"246000871";"60";"32";10,7509930750623;8,96498343156616;12,8928126841888;"maille";18;568;0,826002642029569
"1001";"71225";"Granges";"247104094";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";16;476;0,77878230708948
"1001";"71436";"Saint-Laurent-d'Andenay";"247100290";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";11;476;0,77878230708948
"1001";"71124";"Chenôves";"247104094";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";7;476;0,77878230708948
"1001";"71038";"Les Bizots";"247100290";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";0;476;0,77878230708948
"1001";"71515";"Sercy";"247104094";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";1;476;0,77878230708948
"1001";"71426";"Sainte-Hélène";"247104094";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";11;476;0,77878230708948
"1001";"71216";"Germagny";"247104094";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";6;476;0,77878230708948
"1001";"71461";"Saint-Maurice-des-Champs";"247104094";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";1;476;0,77878230708948
"1001";"71540";"Torcy";"247100290";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";9;476;0,77878230708948
"1001";"71471";"Saint-Privé";"247104094";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";1;476;0,77878230708948
"1001";"71277";"Marcilly-lès-Buxy";"247104094";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";26;476;0,77878230708948
"1001";"71310";"Montchanin";"247100290";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";79;476;0,77878230708948
"1001";"71058";"Bresse-sur-Grosne";"247103765";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";6;476;0,77878230708948
"1001";"71164";"Curtil-sous-Burnand";"247103765";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";2;476;0,77878230708948
"1001";"71278";"Marigny";"247100290";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";1;476;0,77878230708948
"1001";"71067";"Burnand";"247104094";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";3;476;0,77878230708948
"1001";"71070";"Buxy";"247104094";"71";"27";7,49936709201023;5,91805250705431;9,50321186128162;"commune";126;476;0,77878230708948
"1001";"71449";"Saint-Martin-d'Auxy";"247104094";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";3;476;0,77878230708948
"1001";"71412";"Saint-Eusèbe";"247100290";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";16;476;0,77878230708948
"1001";"71455";"Saint-Martin-du-Tartre";"247104094";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";15;476;0,77878230708948
"1001";"71563";"Vaux-en-Pré";"247104094";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";2;476;0,77878230708948
"1001";"71485";"Saint-Vallerin";"247104094";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";7;476;0,77878230708948
"1001";"71363";"Le Puley";"247104094";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";2;476;0,77878230708948
"1001";"71034";"Bissey-sous-Cruchaud";"247104094";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";30;476;0,77878230708948
"1001";"71501";"Sassangy";"247104094";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";6;476;0,77878230708948
"1001";"71400";"Saint-Clément-sur-Guye";"200040293";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";0;476;0,77878230708948
"1001";"71187";"Écuisses";"247100290";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";34;476;0,77878230708948
"1001";"71417";"Saint-Gengoux-le-National";"247104094";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";48;476;0,77878230708948
"1001";"71392";"Saint-Boil";"247104094";"71";"27";6,81594307554663;5,37119558968005;8,64929962676323;"maille";7;476;0,77878230708948
"1002";"74197";"Nangy";"247400583";"74";"84";18,4323269373421;13,3571019239842;25,4359574598294;"maille";19;528;0,78327263785155
"1002";"74059";"La Chapelle-Rambaud";"247400724";"74";"84";18,4323269373421;13,3571019239842;25,4359574598294;"maille";0;528;0,78327263785155
"1002";"74016";"Archamps";"247400690";"74";"84";18,4323269373421;13,3571019239842;25,4359574598294;"maille";49;528;0,78327263785155
"1002";"74216";"Présilly";"247400690";"74";"84";18,4323269373421;13,3571019239842;25,4359574598294;"maille";11;528;0,78327263785155
"1002";"74220";"Reignier-Ésery";"247400583";"74";"84";18,4323269373421;13,3571019239842;25,4359574598294;"maille";91;528;0,78327263785155
"1002";"74044";"Bossey";"247400690";"74";"84";18,4323269373421;13,3571019239842;25,4359574598294;"maille";36;528;0,78327263785155
"1002";"74211";"Pers-Jussy";"247400583";"74";"84";18,4323269373421;13,3571019239842;25,4359574598294;"maille";46;528;0,78327263785155
"1002";"74185";"Monnetier-Mornex";"247400583";"74";"84";18,4323269373421;13,3571019239842;25,4359574598294;"maille";52;528;0,78327263785155
"1002";"74009";"Andilly";"247400112";"74";"84";18,4323269373421;13,3571019239842;25,4359574598294;"maille";14;528;0,78327263785155
"1002";"74031";"Beaumont";"247400690";"74";"84";18,4323269373421;13,3571019239842;25,4359574598294;"maille";69;528;0,78327263785155
"1002";"74082";"Collonges-sous-Salève";"247400690";"74";"84";18,4323269373421;13,3571019239842;25,4359574598294;"maille";81;528;0,78327263785155
"1002";"74128";"Fillinges";"247400666";"74";"84";18,4323269373421;13,3571019239842;25,4359574598294;"maille";60;528;0,78327263785155
"1003";"59116";"Bry";"200043321";"59";"32";8,05592526451196;6,29901094370687;10,3028765067061;"maille";7;483;0,682692466466796
"1003";"59619";"Villereau";"200043321";"59";"32";8,05592526451196;6,29901094370687;10,3028765067061;"maille";46;483;0,682692466466796
"1003";"59251";"Frasnoy";"200043321";"59";"32";8,05592526451196;6,29901094370687;10,3028765067061;"maille";0;483;0,682692466466796
"1003";"59006";"Amfroipret";"200043321";"59";"32";8,05592526451196;6,29901094370687;10,3028765067061;"maille";7;483;0,682692466466796
"1003";"59166";"Curgies";"245901160";"59";"32";8,05592526451196;6,29901094370687;10,3028765067061;"maille";38;483;0,682692466466796
"1003";"59232";"La Flamengrie";"200043321";"59";"32";8,05592526451196;6,29901094370687;10,3028765067061;"maille";7;483;0,682692466466796
"1003";"59451";"Orsinval";"200043321";"59";"32";8,05592526451196;6,29901094370687;10,3028765067061;"maille";23;483;0,682692466466796
"1003";"59626";"Villers-Pol";"200043321";"59";"32";8,05592526451196;6,29901094370687;10,3028765067061;"maille";53;483;0,682692466466796
"1003";"59325";"Jolimetz";"200043321";"59";"32";8,05592526451196;6,29901094370687;10,3028765067061;"maille";39;483;0,682692466466796
"1003";"59217";"Eth";"200043321";"59";"32";8,05592526451196;6,29901094370687;10,3028765067061;"maille";10;483;0,682692466466796
"1003";"59265";"Gommegnies";"200043321";"59";"32";8,05592526451196;6,29901094370687;10,3028765067061;"maille";70;483;0,682692466466796
"1003";"59323";"Jenlain";"200043321";"59";"32";8,05592526451196;6,29901094370687;10,3028765067061;"maille";23;483;0,682692466466796
"1003";"59559";"Sebourg";"245901160";"59";"32";8,05592526451196;6,29901094370687;10,3028765067061;"maille";73;483;0,682692466466796
"1003";"59639";"Wargnies-le-Grand";"200043321";"59";"32";8,05592526451196;6,29901094370687;10,3028765067061;"maille";38;483;0,682692466466796
"1003";"59381";"Maresches";"200043321";"59";"32";8,05592526451196;6,29901094370687;10,3028765067061;"maille";23;483;0,682692466466796
"1003";"59640";"Wargnies-le-Petit";"200043321";"59";"32";8,05592526451196;6,29901094370687;10,3028765067061;"maille";14;483;0,682692466466796
"1003";"59468";"Potelle";"200043321";"59";"32";8,05592526451196;6,29901094370687;10,3028765067061;"maille";5;483;0,682692466466796
"1003";"59473";"Preux-au-Sart";"200043321";"59";"32";8,05592526451196;6,29901094370687;10,3028765067061;"maille";7;483;0,682692466466796
"1004";"14118";"Caen";"200065597";"14";"28";9,60737426401857;7,71758379990715;11,9599142221218;"commune";1278;2430;0,758893455157493
"1004";"14538";"Castine-en-Plaine";"200065597";"14";"28";9,09614412546068;7,30807480207804;11,3217010213998;"maille";67;2430;0,758893455157493
"1004";"14137";"Carpiquet";"200065597";"14";"28";9,09614412546068;7,30807480207804;11,3217010213998;"maille";77;2430;0,758893455157493
"1004";"14277";"Fontenay-le-Marmion";"200066728";"14";"28";9,09614412546068;7,30807480207804;11,3217010213998;"maille";55;2430;0,758893455157493
"1004";"14092";"Bourguébus";"200065597";"14";"28";9,23479135025932;7,41366236570465;11,5032715378749;"commune";112;2430;0,758893455157493
"1004";"14181";"Cormelles-le-Royal";"200065597";"14";"28";9,31377999906378;7,48177568807689;11,5943729787571;"commune";143;2430;0,758893455157493
"1004";"14271";"Fleury-sur-Orne";"200065597";"14";"28";9,17019356848485;7,3624610072418;11,4217854601561;"commune";211;2430;0,758893455157493
"1004";"14341";"Ifs";"200065597";"14";"28";9,19387358772554;7,3858409909884;11,4445073553859;"commune";391;2430;0,758893455157493
"1004";"14556";"Saint-André-sur-Orne";"200065597";"14";"28";9,09614412546068;7,30807480207804;11,3217010213998;"maille";26;2430;0,758893455157493
"1004";"14587";"Saint-Germain-la-Blanche-Herbe";"200065597";"14";"28";9,09614412546068;7,30807480207804;11,3217010213998;"maille";70;2430;0,758893455157493
"1005";"68109";"Griesbach-au-Val";"246800585";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";1;479;0,681229232488848
"1005";"68250";"Orschwihr";"246800569";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";15;479;0,681229232488848
"1005";"68083";"Eschbach-au-Val";"246800585";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";0;479;0,681229232488848
"1005";"68247";"Oderen";"246800205";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";4;479;0,681229232488848
"1005";"68172";"Kunheim";"200066025";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";14;479;0,681229232488848
"1005";"68076";"Durrenentzen";"200066025";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";5;479;0,681229232488848
"1005";"68188";"Linthal";"246800569";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";4;479;0,681229232488848
"1005";"68364";"Westhalten";"246800494";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";14;479;0,681229232488848
"1005";"68210";"Mittlach";"246800585";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";6;479;0,681229232488848
"1005";"68123";"Hattstatt";"246800494";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";28;479;0,681229232488848
"1005";"68311";"Sondernach";"246800585";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";2;479;0,681229232488848
"1005";"68352";"Volgelsheim";"200066025";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";8;479;0,681229232488848
"1005";"68227";"Muntzenheim";"246800726";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";26;479;0,681229232488848
"1005";"68360";"Weckolsheim";"200066025";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";8;479;0,681229232488848
"1005";"68136";"Hettenschlag";"200066025";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";6;479;0,681229232488848
"1005";"68316";"Soultzbach-les-Bains";"246800585";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";5;479;0,681229232488848
"1005";"68150";"Husseren-les-Châteaux";"246800494";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";10;479;0,681229232488848
"1005";"68318";"Soultzmatt";"246800569";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";28;479;0,681229232488848
"1005";"68036";"Biesheim";"200066025";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";6;479;0,681229232488848
"1005";"68001";"Algolsheim";"200066025";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";9;479;0,681229232488848
"1005";"68078";"Eguisheim";"246800494";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";18;479;0,681229232488848
"1005";"68134";"Herrlisheim-près-Colmar";"246800726";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";41;479;0,681229232488848
"1005";"68246";"Obersaasheim";"200066025";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";16;479;0,681229232488848
"1005";"68345";"Urschenheim";"200066025";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";15;479;0,681229232488848
"1005";"68255";"Pfaffenheim";"246800494";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";40;479;0,681229232488848
"1005";"68235";"Niederhergheim";"246800445";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";13;479;0,681229232488848
"1005";"68193";"Luttenbach-près-Munster";"246800585";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";6;479;0,681229232488848
"1005";"68351";"Vogelgrun";"200066025";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";2;479;0,681229232488848
"1005";"68111";"Gueberschwihr";"246800494";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";14;479;0,681229232488848
"1005";"68368";"Wihr-au-Val";"246800585";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";8;479;0,681229232488848
"1005";"68051";"Breitenbach-Haut-Rhin";"246800585";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";2;479;0,681229232488848
"1005";"68244";"Obermorschwihr";"246800494";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";12;479;0,681229232488848
"1005";"68295";"Sainte-Croix-en-Plaine";"246800726";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";53;479;0,681229232488848
"1005";"68365";"Wettolsheim";"246800726";"68";"44";9,10673654552422;7,02928739876513;11,7981590173928;"maille";40;479;0,681229232488848
"1006";"62408";"Hames-Boucres";"200090751";"62";"32";8,63187487523048;7,35616053428076;10,1288251547001;"maille";26;518;0,826516877619443
"1006";"62397";"Guînes";"200072478";"62";"32";7,94416457271144;6,77165285139934;9,31969670377923;"commune";240;518;0,826516877619443
"1006";"62444";"Hervelinghen";"246200380";"62";"32";8,63187487523048;7,35616053428076;10,1288251547001;"maille";16;518;0,826516877619443
"1006";"62360";"Fréthun";"200090751";"62";"32";8,63187487523048;7,35616053428076;10,1288251547001;"maille";17;518;0,826516877619443
"1006";"62769";"Saint-Tricat";"200090751";"62";"32";8,63187487523048;7,35616053428076;10,1288251547001;"maille";10;518;0,826516877619443
"1006";"62239";"Coquelles";"200090751";"62";"32";8,63187487523048;7,35616053428076;10,1288251547001;"maille";32;518;0,826516877619443
"1006";"62244";"Coulogne";"200090751";"62";"32";8,66988443578902;7,3942685373329;10,1655621175275;"commune";109;518;0,826516877619443
"1006";"62654";"Peuplingues";"200090751";"62";"32";8,63187487523048;7,35616053428076;10,1288251547001;"maille";55;518;0,826516877619443
"1006";"62615";"Nielles-lès-Calais";"200090751";"62";"32";8,63187487523048;7,35616053428076;10,1288251547001;"maille";3;518;0,826516877619443
"1006";"62156";"Bonningues-lès-Calais";"200090751";"62";"32";8,63187487523048;7,35616053428076;10,1288251547001;"maille";10;518;0,826516877619443
"1007";"37256";"Theneuil";"200072668";"37";"24";7,22010886604354;5,70543696664817;9,1368938684719;"maille";4;528;0,714424757859087
